TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
491000000.0	69392.0	48562.7	128173.6
492000000.0	69392.2	48562.8	128174.4
493000000.0	69392.3	48562.8	128175.2
494000000.0	69392.4	48562.9	128176.0
495000000.0	69392.6	48562.9	128176.8
496000000.0	69392.7	48563.0	128177.6
497000000.0	69392.9	48563.0	128178.4
498000000.0	69393.0	48563.1	128179.2
499000000.0	69393.1	48563.1	128180.0
500000000.0	69393.3	48563.2	128180.8
501000000.0	69393.4	48563.2	128181.6
502000000.0	69393.5	48563.3	128182.4
503000000.0	69393.7	48563.3	128183.2
504000000.0	69393.8	48563.4	128184.0
505000000.0	69393.9	48563.4	128184.8
506000000.0	69394.1	48563.5	128185.6
507000000.0	69394.2	48563.5	128186.3
508000000.0	69394.3	48563.6	128187.1
509000000.0	69394.5	48563.6	128187.9
510000000.0	69394.6	48563.7	128188.6
511000000.0	69394.7	48563.7	128189.4
512000000.0	69394.9	48563.8	128190.2
513000000.0	69395.0	48563.8	128190.9
514000000.0	69395.1	48563.8	128191.7
515000000.0	69395.2	48563.9	128192.4
516000000.0	69395.4	48563.9	128193.2
517000000.0	69395.5	48564.0	128193.9
518000000.0	69395.6	48564.0	128194.7
519000000.0	69395.8	48564.1	128195.4
520000000.0	69395.9	48564.1	128196.1
521000000.0	69396.0	48564.2	128196.9
522000000.0	69396.1	48564.2	128197.6
523000000.0	69396.3	48564.3	128198.3
524000000.0	69396.4	48564.3	128199.1
525000000.0	69396.5	48564.4	128199.8
526000000.0	69396.6	48564.4	128200.5
527000000.0	69396.8	48564.4	128201.2
528000000.0	69396.9	48564.5	128201.9
529000000.0	69397.0	48564.5	128202.6
530000000.0	69397.1	48564.6	128203.3
531000000.0	69397.2	48564.6	128204.1
532000000.0	69397.4	48564.7	128204.8
533000000.0	69397.5	48564.7	128205.5
534000000.0	69397.6	48564.8	128206.2
535000000.0	69397.7	48564.8	128206.9
536000000.0	69397.8	48564.8	128207.5
537000000.0	69398.0	48564.9	128208.2
538000000.0	69398.1	48564.9	128208.9
539000000.0	69398.2	48565.0	128209.6
540000000.0	69398.3	48565.0	128210.3
541000000.0	69398.4	48565.1	128211.0
542000000.0	69398.5	48565.1	128211.7
543000000.0	69398.7	48565.1	128212.3
544000000.0	69398.8	48565.2	128213.0
545000000.0	69398.9	48565.2	128213.7
546000000.0	69399.0	48565.3	128214.3
547000000.0	69399.1	48565.3	128215.0
548000000.0	69399.2	48565.4	128215.7
549000000.0	69399.3	48565.4	128216.3
550000000.0	69399.4	48565.4	128217.0
551000000.0	69399.6	48565.5	128217.6
552000000.0	69399.7	48565.5	128218.3
553000000.0	69399.8	48565.6	128219.0
554000000.0	69399.9	48565.6	128219.6
555000000.0	69400.0	48565.6	128220.2
556000000.0	69400.1	48565.7	128220.9
557000000.0	69400.2	48565.7	128221.5
558000000.0	69400.3	48565.8	128222.2
559000000.0	69400.4	48565.8	128222.8
560000000.0	69400.6	48565.8	128223.4
561000000.0	69400.7	48565.9	128224.1
562000000.0	69400.8	48565.9	128224.7
563000000.0	69400.9	48566.0	128225.3
564000000.0	69401.0	48566.0	128226.0
565000000.0	69401.1	48566.0	128226.6
566000000.0	69401.2	48566.1	128227.2
567000000.0	69401.3	48566.1	128227.8
568000000.0	69401.4	48566.2	128228.5
569000000.0	69401.5	48566.2	128229.1
570000000.0	69401.6	48566.2	128229.7
571000000.0	69401.7	48566.3	128230.3
572000000.0	69401.8	48566.3	128230.9
573000000.0	69401.9	48566.3	128231.5
574000000.0	69402.0	48566.4	128232.1
575000000.0	69402.1	48566.4	128232.7
576000000.0	69402.2	48566.5	128233.3
577000000.0	69402.3	48566.5	128233.9
578000000.0	69402.4	48566.5	128234.5
579000000.0	69402.5	48566.6	128235.1
580000000.0	69402.6	48566.6	128235.7
581000000.0	69402.7	48566.6	128236.3
582000000.0	69402.8	48566.7	128236.9
583000000.0	69402.9	48566.7	128237.5
584000000.0	69403.0	48566.8	128238.0
585000000.0	69403.1	48566.8	128238.6
586000000.0	69403.2	48566.8	128239.2
587000000.0	69403.3	48566.9	128239.8
588000000.0	69403.4	48566.9	128240.4
589000000.0	69403.5	48566.9	128240.9
590000000.0	69403.6	48567.0	128241.5
591000000.0	69403.7	48567.0	128242.1
592000000.0	69403.8	48567.0	128242.6
593000000.0	69403.9	48567.1	128243.2
594000000.0	69404.0	48567.1	128243.8
595000000.0	69404.1	48567.2	128244.3
596000000.0	69404.2	48567.2	128244.9
597000000.0	69404.3	48567.2	128245.5
598000000.0	69404.4	48567.3	128246.0
599000000.0	69404.5	48567.3	128246.6
600000000.0	69404.6	48567.3	128247.1
601000000.0	69404.7	48567.4	128247.7
602000000.0	69404.8	48567.4	128248.2
603000000.0	69404.9	48567.4	128248.8
604000000.0	69405.0	48567.5	128249.3
605000000.0	69405.1	48567.5	128249.9
606000000.0	69405.2	48567.5	128250.4
607000000.0	69405.3	48567.6	128251.0
608000000.0	69405.3	48567.6	128251.5
609000000.0	69405.4	48567.6	128252.0
610000000.0	69405.5	48567.7	128252.6
611000000.0	69405.6	48567.7	128253.1
612000000.0	69405.7	48567.7	128253.6
613000000.0	69405.8	48567.8	128254.2
614000000.0	69405.9	48567.8	128254.7
615000000.0	69406.0	48567.8	128255.2
616000000.0	69406.1	48567.9	128255.7
617000000.0	69406.2	48567.9	128256.3
618000000.0	69406.2	48567.9	128256.8
619000000.0	69406.3	48568.0	128257.3
620000000.0	69406.4	48568.0	128257.8
621000000.0	69406.5	48568.0	128258.3
622000000.0	69406.6	48568.1	128258.9
623000000.0	69406.7	48568.1	128259.4
624000000.0	69406.8	48568.1	128259.9
625000000.0	69406.9	48568.2	128260.4
626000000.0	69407.0	48568.2	128260.9
627000000.0	69407.0	48568.2	128261.4
628000000.0	69407.1	48568.3	128261.9
629000000.0	69407.2	48568.3	128262.4
630000000.0	69407.3	48568.3	128262.9
631000000.0	69407.4	48568.4	128263.4
632000000.0	69407.5	48568.4	128263.9
633000000.0	69407.6	48568.4	128264.4
634000000.0	69407.6	48568.4	128264.9
635000000.0	69407.7	48568.5	128265.4
636000000.0	69407.8	48568.5	128265.9
637000000.0	69407.9	48568.5	128266.4
638000000.0	69408.0	48568.6	128266.9
639000000.0	69408.1	48568.6	128267.4
640000000.0	69408.1	48568.6	128267.9
641000000.0	69408.2	48568.7	128268.3
642000000.0	69408.3	48568.7	128268.8
643000000.0	69408.4	48568.7	128269.3
644000000.0	69408.5	48568.8	128269.8
645000000.0	69408.6	48568.8	128270.3
646000000.0	69408.6	48568.8	128270.7
647000000.0	69408.7	48568.8	128271.2
648000000.0	69408.8	48568.9	128271.7
649000000.0	69408.9	48568.9	128272.2
650000000.0	69409.0	48568.9	128272.6
651000000.0	69409.0	48569.0	128273.1
652000000.0	69409.1	48569.0	128273.6
653000000.0	69409.2	48569.0	128274.1
654000000.0	69409.3	48569.0	128274.5
655000000.0	69409.4	48569.1	128275.0
